R,EC
10489312,2.4.1.11
10573398,2.4.1.11
10488313,2.4.1.11
10574039,2.4.1.11
10827070,2.4.1.11
10372515,2.4.1.11
10260687,2.4.1.11
10827996,2.4.1.11
10489319,2.4.1.11
10149564,2.4.1.11
10031880,2.4.1.11
10827960,2.4.1.11
10030953,2.4.1.11
3780994,2.4.1.11
10148908,2.4.1.11
10148920,2.4.1.11
10734712,2.4.1.11
3322019,2.4.1.11
10489283,2.4.1.11
3322001,2.4.1.11
3781021,2.4.1.11
10259798,2.4.1.11
10913823,2.4.1.11
11048682,2.4.1.11
11047881,2.4.1.11
10913310,2.4.1.11
3781024,2.4.1.11
10149572,2.4.1.11
3781001,2.4.1.11
10260694,2.4.1.11
3781018,2.4.1.11
10372479,2.4.1.11
10372508,2.4.1.11
11043160,2.4.1.117
11011542,2.4.1.117
10963701,2.4.1.117
10342989,2.4.1.117
10803833,2.4.1.117
446214,2.4.1.117
10625636,2.4.1.117
10892028,2.4.1.117
10558652,2.4.1.117
9998883,2.4.1.117
10458639,2.4.1.117
10233074,2.4.1.117
9932466,2.4.1.12
9932210,2.4.1.12
10359901,2.4.1.122
6785524,2.4.1.122
10476471,2.4.1.122
10636422,2.4.1.122
10724995,2.4.1.122
10248442,2.4.1.122
10137390,2.4.1.122
1964505,2.4.1.122
10019322,2.4.1.122
10915820,2.4.1.122
10575373,2.4.1.122
4551297,2.4.1.131
449324,2.4.1.131
446187,2.4.1.131
10963693,2.4.1.132
11043152,2.4.1.132
449748,2.4.1.132
11011534,2.4.1.132
449718,2.4.1.132
10803825,2.4.1.132
10892020,2.4.1.132
9998876,2.4.1.132
4549368,2.4.1.132
10119024,2.4.1.132
446208,2.4.1.132
10233067,2.4.1.132
10342982,2.4.1.132
10458632,2.4.1.132
10625629,2.4.1.132
1889981,2.4.1.133
10018956,2.4.1.133
3560804,2.4.1.133
10905573,2.4.1.133
10819392,2.4.1.133
10905565,2.4.1.134
4420365,2.4.1.134
1889978,2.4.1.134
10018949,2.4.1.134
3560802,2.4.1.135
11070186,2.4.1.141
11011526,2.4.1.141
10803817,2.4.1.141
10708607,2.4.1.141
10625622,2.4.1.141
10233060,2.4.1.141
10119017,2.4.1.141
9998869,2.4.1.141
5633241,2.4.1.141
446207,2.4.1.141
10892012,2.4.1.141
10343005,2.4.1.142
10233090,2.4.1.142
446218,2.4.1.142
10458655,2.4.1.142
10558659,2.4.1.142
10119047,2.4.1.142
10803851,2.4.1.142
9998899,2.4.1.142
11011560,2.4.1.142
11043178,2.4.1.142
4549382,2.4.1.142
10963719,2.4.1.142
10349623,2.4.1.143
10125834,2.4.1.143
10006514,2.4.1.143
10897455,2.4.1.143
10812207,2.4.1.143
10465337,2.4.1.143
10238372,2.4.1.143
10629134,2.4.1.143
9694656,2.4.1.143
975829,2.4.1.143
4793955,2.4.1.143
10561439,2.4.1.143
975926,2.4.1.144
10812301,2.4.1.144
10125908,2.4.1.144
10006595,2.4.1.144
10561446,2.4.1.145
10714544,2.4.1.145
10349647,2.4.1.145
10238396,2.4.1.145
10629158,2.4.1.145
10006538,2.4.1.145
10465367,2.4.1.145
9696980,2.4.1.145
975903,2.4.1.145
10125858,2.4.1.145
2025724,2.4.1.146
9931297,2.4.1.146
10079615,2.4.1.146
10022316,2.4.1.146
10003174,2.4.1.147
914010,2.4.1.147
10003277,2.4.1.148
10123417,2.4.1.148
10347375,2.4.1.148
914012,2.4.1.148
10237317,2.4.1.148
10237260,2.4.1.148
10463100,2.4.1.148
10347318,2.4.1.148
10123486,2.4.1.148
10003364,2.4.1.148
914018,2.4.1.148
10463169,2.4.1.148
10022316,2.4.1.149
2025724,2.4.1.149
9931297,2.4.1.149
10079615,2.4.1.149
868622,2.4.1.15
10463100,2.4.1.150
10347318,2.4.1.150
10003277,2.4.1.150
10237260,2.4.1.150
914012,2.4.1.150
10123417,2.4.1.150
914018,2.4.1.150
10463169,2.4.1.150
10003364,2.4.1.150
10123486,2.4.1.150
10237317,2.4.1.150
10347375,2.4.1.150
10295926,2.4.1.152
10070611,2.4.1.152
9603984,2.4.1.152
10186867,2.4.1.152
9603986,2.4.1.152
5693925,2.4.1.152
9605644,2.4.1.152
9605682,2.4.1.152
9605609,2.4.1.152
10561453,2.4.1.155
8932427,2.4.1.155
10714551,2.4.1.155
10238403,2.4.1.155
975916,2.4.1.155
10629165,2.4.1.155
10897463,2.4.1.155
10125866,2.4.1.155
10403315,2.4.1.155
10063472,2.4.1.155
10006545,2.4.1.155
9696980,2.4.1.155
10935489,2.4.1.155
10664628,2.4.1.155
10179948,2.4.1.155
10520309,2.4.1.155
10289024,2.4.1.155
10875943,2.4.1.17
10787461,2.4.1.17
10546776,2.4.1.17
10435232,2.4.1.17
10320131,2.4.1.17
10211238,2.4.1.17
10095573,2.4.1.17
10300135,2.4.1.17
158546,2.4.1.17
10191132,2.4.1.17
10941645,2.4.1.17
10859071,2.4.1.17
10596389,2.4.1.17
10531667,2.4.1.17
9758661,2.4.1.17
10075056,2.4.1.17
10414875,2.4.1.17
9975750,2.4.1.17
174931,2.4.1.17
10320337,2.4.1.17
10099814,2.4.1.17
10095804,2.4.1.17
10191053,2.4.1.17
10191048,2.4.1.17
10191074,2.4.1.17
9975978,2.4.1.17
9975976,2.4.1.17
10074965,2.4.1.17
10074960,2.4.1.17
10074986,2.4.1.17
159194,2.4.1.17
159179,2.4.1.17
10187705,2.4.1.17
10071452,2.4.1.17
9632039,2.4.1.17
9632038,2.4.1.17
10414802,2.4.1.17
10414776,2.4.1.17
10414781,2.4.1.17
10323784,2.4.1.17
174916,2.4.1.17
9979713,2.4.1.17
10099737,2.4.1.17
8941701,2.4.1.17
10064766,2.4.1.17
10181209,2.4.1.17
10290241,2.4.1.17
9979808,2.4.1.17
10187702,2.4.1.17
10435459,2.4.1.17
10435457,2.4.1.17
10439550,2.4.1.17
10531560,2.4.1.17
10531555,2.4.1.17
10531581,2.4.1.17
10320335,2.4.1.17
10071449,2.4.1.17
10095806,2.4.1.17
9756134,2.4.1.17
9756183,2.4.1.17
10924747,2.4.1.17
9756156,2.4.1.17
10190880,2.4.1.17
10074792,2.4.1.17
9036104,2.4.1.17
9749977,2.4.1.17
5604954,2.4.1.17
5604975,2.4.1.17
9036102,2.4.1.17
10019360,2.4.1.174
1971482,2.4.1.174
10071444,2.4.1.174
9632033,2.4.1.174
3595178,2.4.1.175
3595176,2.4.1.175
3322016,2.4.1.18
3322057,2.4.1.18
11047976,2.4.1.18
3322005,2.4.1.18
3878762,2.4.1.18
11047920,2.4.1.18
10030991,2.4.1.18
10148946,2.4.1.18
10371354,2.4.1.18
10371331,2.4.1.18
10371378,2.4.1.18
10259765,2.4.1.18
10259812,2.4.1.18
10488360,2.4.1.18
10488384,2.4.1.18
10488337,2.4.1.18
10827116,2.4.1.18
10827139,2.4.1.18
10827095,2.4.1.18
10913370,2.4.1.18
10913349,2.4.1.18
10972780,2.4.1.18
10972803,2.4.1.18
10972759,2.4.1.18
11047948,2.4.1.18
10259788,2.4.1.18
10148932,2.4.1.18
10913393,2.4.1.18
10030977,2.4.1.18
10733846,2.4.1.186
10372503,2.4.1.186
10827984,2.4.1.186
10913811,2.4.1.186
10488325,2.4.1.186
10827082,2.4.1.186
10489307,2.4.1.186
10030982,2.4.1.186
3781011,2.4.1.186
10148937,2.4.1.186
11047939,2.4.1.186
10913361,2.4.1.186
3322025,2.4.1.186
10371319,2.4.1.186
10827107,2.4.1.186
10259803,2.4.1.186
10488351,2.4.1.186
10371369,2.4.1.186
10260682,2.4.1.186
11048670,2.4.1.186
10031888,2.4.1.186
10030965,2.4.1.186
3814838,2.4.1.186
3858506,2.4.1.186
3791349,2.4.1.186
3828061,2.4.1.186
11047962,2.4.1.186
10913379,2.4.1.186
10827125,2.4.1.186
10488370,2.4.1.186
10371364,2.4.1.186
10259798,2.4.1.186
3322019,2.4.1.186
11048627,2.4.1.186
10371345,2.4.1.186
10827960,2.4.1.186
10489283,2.4.1.186
10372479,2.4.1.186
10148920,2.4.1.186
10260658,2.4.1.186
3322003,2.4.1.186
10259753,2.4.1.186
10488375,2.4.1.186
10913779,2.4.1.186
10827996,2.4.1.186
10827135,2.4.1.186
10260687,2.4.1.186
10259741,2.4.1.186
3781001,2.4.1.186
3781021,2.4.1.186
10827070,2.4.1.186
3780994,2.4.1.186
3322014,2.4.1.186
3322009,2.4.1.186
10733901,2.4.1.186
3322001,2.4.1.186
10260694,2.4.1.186
10149572,2.4.1.186
3781024,2.4.1.186
10489319,2.4.1.186
10149564,2.4.1.186
10734748,2.4.1.186
10148908,2.4.1.186
10488313,2.4.1.186
10031880,2.4.1.186
10734741,2.4.1.186
10489312,2.4.1.186
10030953,2.4.1.186
10733834,2.4.1.186
10372508,2.4.1.186
10259779,2.4.1.186
11047944,2.4.1.186
10733896,2.4.1.186
10913366,2.4.1.186
10827130,2.4.1.186
10827112,2.4.1.186
10371307,2.4.1.186
10488356,2.4.1.186
10371350,2.4.1.186
10148942,2.4.1.186
3781018,2.4.1.186
10488380,2.4.1.186
10259784,2.4.1.186
10371374,2.4.1.186
3322041,2.4.1.186
10372515,2.4.1.186
10827989,2.4.1.186
10030987,2.4.1.186
10259808,2.4.1.186
10096089,2.4.1.198
162730,2.4.1.198
9976256,2.4.1.198
10320614,2.4.1.198
10435739,2.4.1.198
10611871,2.4.1.198
10534575,2.4.1.206
10194237,2.4.1.206
9846501,2.4.1.206
10598518,2.4.1.206
10077997,2.4.1.206
10674665,2.4.1.206
10856350,2.4.1.214
10838203,2.4.1.214
10856352,2.4.1.214
10856432,2.4.1.214
10856421,2.4.1.214
10856423,2.4.1.214
9035949,2.4.1.22
3656230,2.4.1.22
5653878,2.4.1.22
10381149,2.4.1.22
10040497,2.4.1.22
4793956,2.4.1.22
1912352,2.4.1.22
9035950,2.4.1.22
10080024,2.4.1.221
10152711,2.4.1.221
9935449,2.4.1.221
10675989,2.4.1.221
10675982,2.4.1.221
10034973,2.4.1.221
10196280,2.4.1.221
9935469,2.4.1.221
10196287,2.4.1.221
10830154,2.4.1.221
10915856,2.4.1.221
1912349,2.4.1.221
1986584,2.4.1.221
10263227,2.4.1.221
10375628,2.4.1.221
10080031,2.4.1.221
10492465,2.4.1.221
10575392,2.4.1.221
5173192,2.4.1.221
10646408,2.4.1.221
1912355,2.4.1.222
5096538,2.4.1.222
2023158,2.4.1.222
10945146,2.4.1.223
10863973,2.4.1.223
10599975,2.4.1.223
10537154,2.4.1.223
10420372,2.4.1.223
10305446,2.4.1.223
10676283,2.4.1.223
10568437,2.4.1.224
10252506,2.4.1.224
10569208,2.4.1.224
9036285,2.4.1.224
10250979,2.4.1.224
2076392,2.4.1.224
10363699,2.4.1.224
10251014,2.4.1.224
10362211,2.4.1.224
2022851,2.4.1.224
10362176,2.4.1.224
10823138,2.4.1.224
10139873,2.4.1.224
10141358,2.4.1.224
10568408,2.4.1.224
2022856,2.4.1.224
3656257,2.4.1.224
10021831,2.4.1.224
10821285,2.4.1.224
10023287,2.4.1.224
10021793,2.4.1.224
10821358,2.4.1.224
10139835,2.4.1.224
10945146,2.4.1.224
3656261,2.4.1.224
10821358,2.4.1.225
10821285,2.4.1.225
10021793,2.4.1.225
10568408,2.4.1.225
10823138,2.4.1.225
10363699,2.4.1.225
10569208,2.4.1.225
10478972,2.4.1.225
10480453,2.4.1.225
10362211,2.4.1.225
10139873,2.4.1.225
10141358,2.4.1.225
10021831,2.4.1.225
10023287,2.4.1.225
10945146,2.4.1.225
2022851,2.4.1.225
2076392,2.4.1.225
10568437,2.4.1.225
10139835,2.4.1.225
10362176,2.4.1.225
10478934,2.4.1.225
2022856,2.4.1.225
3656267,2.4.1.225
3656254,2.4.1.225
9036289,2.4.1.225
3595176,2.4.1.226
3595178,2.4.1.226
10303126,2.4.1.228
10077992,2.4.1.228
9846477,2.4.1.228
10417842,2.4.1.228
10534570,2.4.1.228
10772491,2.4.1.228
10194232,2.4.1.228
10819742,2.4.1.244
10605507,2.4.1.25
10869987,2.4.1.25
10950796,2.4.1.25
10870015,2.4.1.25
10781135,2.4.1.25
10950827,2.4.1.25
10087491,2.4.1.25
10203702,2.4.1.25
10312285,2.4.1.25
9968256,2.4.1.25
11035004,2.4.1.25
10781115,2.4.1.25
10605566,2.4.1.25
10203654,2.4.1.25
10087458,2.4.1.25
9968223,2.4.1.25
71552,2.4.1.25
71593,2.4.1.25
10312237,2.4.1.25
11034965,2.4.1.25
879298,2.4.1.250
3321805,2.4.1.255
10827035,2.4.1.255
10030922,2.4.1.255
10148877,2.4.1.255
10412772,2.4.1.255
10298032,2.4.1.255
10259710,2.4.1.255
10189136,2.4.1.255
10072870,2.4.1.255
9687828,2.4.1.255
10371276,2.4.1.255
446194,2.4.1.256
449661,2.4.1.256
10963693,2.4.1.257
10892020,2.4.1.257
10803825,2.4.1.257
11043152,2.4.1.257
10625629,2.4.1.257
449748,2.4.1.257
10233067,2.4.1.257
10342982,2.4.1.257
11011534,2.4.1.257
10458632,2.4.1.257
446208,2.4.1.257
449718,2.4.1.257
9998876,2.4.1.257
4549368,2.4.1.257
10119024,2.4.1.257
10118937,2.4.1.258
446188,2.4.1.258
11043083,2.4.1.258
10232982,2.4.1.258
11011441,2.4.1.258
10891942,2.4.1.258
10803739,2.4.1.258
10625552,2.4.1.258
10558593,2.4.1.258
10458547,2.4.1.258
9998791,2.4.1.258
10342897,2.4.1.258
10963603,2.4.1.258
4720473,2.4.1.258
10892038,2.4.1.259
10892036,2.4.1.259
10803843,2.4.1.259
11011550,2.4.1.259
9998890,2.4.1.259
9998892,2.4.1.259
4720478,2.4.1.259
11011552,2.4.1.259
446215,2.4.1.259
9035514,2.4.1.259
446216,2.4.1.259
10803841,2.4.1.259
11043168,2.4.1.259
11043170,2.4.1.259
446198,2.4.1.260
9998820,2.4.1.260
10891967,2.4.1.260
11011473,2.4.1.260
11043115,2.4.1.260
4720497,2.4.1.260
10803772,2.4.1.260
446215,2.4.1.261
4720478,2.4.1.261
446216,2.4.1.261
10803841,2.4.1.261
10803843,2.4.1.261
9035514,2.4.1.261
9998890,2.4.1.261
11043168,2.4.1.261
11043170,2.4.1.261
9998892,2.4.1.261
11011550,2.4.1.261
11011552,2.4.1.261
10892036,2.4.1.261
10892038,2.4.1.261
11011449,2.4.1.265
10963612,2.4.1.265
10891951,2.4.1.265
10803748,2.4.1.265
9998799,2.4.1.265
11043091,2.4.1.265
446189,2.4.1.265
4724330,2.4.1.265
10891987,2.4.1.267
11011501,2.4.1.267
11043135,2.4.1.267
4724291,2.4.1.267
10803792,2.4.1.267
10118993,2.4.1.267
9998847,2.4.1.267
446202,2.4.1.267
10963675,2.4.1.267
10476458,2.4.1.274
10567014,2.4.1.274
1964501,2.4.1.274
10019309,2.4.1.274
9035950,2.4.1.275
3656230,2.4.1.275
5653878,2.4.1.275
4793956,2.4.1.275
10381149,2.4.1.275
9035949,2.4.1.275
10040497,2.4.1.275
1912352,2.4.1.275
10590731,2.4.1.312
10664497,2.4.1.312
10063325,2.4.1.312
10179809,2.4.1.312
10288865,2.4.1.312
10759289,2.4.1.312
10520160,2.4.1.312
8879117,2.4.1.312
10403184,2.4.1.312
10590751,2.4.1.313
8931648,2.4.1.313
10664517,2.4.1.313
10063345,2.4.1.313
10070596,2.4.1.344
9033949,2.4.1.344
10070380,2.4.1.344
10527061,2.4.1.344
10527230,2.4.1.344
10527232,2.4.1.344
9603983,2.4.1.344
9603982,2.4.1.344
9036987,2.4.1.344
10186726,2.4.1.344
10186851,2.4.1.344
10527115,2.4.1.344
10186853,2.4.1.344
10070598,2.4.1.344
10070470,2.4.1.344
10186623,2.4.1.344
10410353,2.4.1.344
10417835,2.4.1.344
9846332,2.4.1.344
10534563,2.4.1.344
10077985,2.4.1.344
10194225,2.4.1.344
868622,2.4.1.347
9033959,2.4.1.37
10070414,2.4.1.37
10070407,2.4.1.37
9033961,2.4.1.37
10070389,2.4.1.37
10070400,2.4.1.37
9034042,2.4.1.37
9034053,2.4.1.37
1912353,2.4.1.376
2023179,2.4.1.376
3656230,2.4.1.38
10040497,2.4.1.38
9035949,2.4.1.38
4793956,2.4.1.38
5653878,2.4.1.38
9035950,2.4.1.38
10381149,2.4.1.38
1912352,2.4.1.38
10070400,2.4.1.40
9034053,2.4.1.40
10070389,2.4.1.40
9034042,2.4.1.40
9033959,2.4.1.40
9033961,2.4.1.40
10070407,2.4.1.40
10070414,2.4.1.40
10123139,2.4.1.41
10807851,2.4.1.41
913675,2.4.1.41
10895958,2.4.1.41
9694438,2.4.1.41
8851619,2.4.1.41
9683760,2.4.1.41
5096537,2.4.1.41
5096532,2.4.1.41
10347083,2.4.1.41
10002952,2.4.1.41
10628197,2.4.1.41
10847638,2.4.1.41
10058575,2.4.1.41
10748352,2.4.1.47
10582413,2.4.1.47
10048343,2.4.1.47
10506564,2.4.1.47
6785933,2.4.1.47
10389039,2.4.1.47
10276258,2.4.1.47
10165921,2.4.1.47
10906302,2.4.1.50
1981157,2.4.1.50
10138294,2.4.1.50
10020242,2.4.1.50
10906449,2.4.1.50
10138548,2.4.1.50
1981128,2.4.1.50
10020482,2.4.1.50
10070635,2.4.1.62
10295948,2.4.1.62
10186892,2.4.1.62
10303103,2.4.1.62
10194207,2.4.1.62
10077967,2.4.1.62
9845516,2.4.1.62
9603989,2.4.1.62
10939311,2.4.1.65
9603986,2.4.1.65
10923377,2.4.1.65
10939342,2.4.1.65
5693925,2.4.1.65
10939265,2.4.1.65
9605644,2.4.1.65
9605609,2.4.1.65
10939313,2.4.1.65
10939263,2.4.1.65
9605682,2.4.1.65
9603984,2.4.1.65
10906302,2.4.1.66
1981157,2.4.1.66
10138294,2.4.1.66
10906449,2.4.1.66
10138548,2.4.1.66
10020482,2.4.1.66
10020242,2.4.1.66
1981128,2.4.1.66
10630763,2.4.1.68
10813922,2.4.1.68
10240780,2.4.1.68
10009427,2.4.1.68
10562979,2.4.1.68
9696980,2.4.1.68
1028788,2.4.1.68
10468093,2.4.1.68
10128800,2.4.1.68
10898778,2.4.1.68
10351936,2.4.1.68
10077985,2.4.1.69
10534563,2.4.1.69
10527115,2.4.1.69
9603982,2.4.1.69
10527230,2.4.1.69
10527232,2.4.1.69
10186726,2.4.1.69
10186851,2.4.1.69
9603983,2.4.1.69
9036987,2.4.1.69
9033949,2.4.1.69
10417835,2.4.1.69
10194225,2.4.1.69
10070598,2.4.1.69
10186623,2.4.1.69
10070380,2.4.1.69
10410353,2.4.1.69
10527061,2.4.1.69
10070596,2.4.1.69
9846332,2.4.1.69
10186853,2.4.1.69
10070470,2.4.1.69
10063315,2.4.1.79
10179799,2.4.1.79
10520150,2.4.1.79
8878914,2.4.1.79
10904164,2.4.1.80
10017031,2.4.1.80
10135163,2.4.1.80
1638104,2.4.1.80
10722906,2.4.1.80
10817893,2.4.1.80
10634722,2.4.1.80
10565810,2.4.1.80
10474240,2.4.1.80
10357756,2.4.1.80
10246203,2.4.1.80
10546990,2.4.1.83
10435699,2.4.1.83
4719375,2.4.1.83
4719354,2.4.1.83
10320576,2.4.1.83
9976216,2.4.1.83
162721,2.4.1.83
10096051,2.4.1.83
10611842,2.4.1.83
9603989,2.4.1.86
10070635,2.4.1.86
3656230,2.4.1.90
10381149,2.4.1.90
10040497,2.4.1.90
9035949,2.4.1.90
4793956,2.4.1.90
9035950,2.4.1.90
1912352,2.4.1.90
5653878,2.4.1.90
8856223,2.4.1.92
10176215,2.4.1.92
10059672,2.4.1.92
10143357,2.4.2.-
10578666,2.4.2.-
10194731,2.4.2.-
2187325,2.4.2.-
10065293,2.4.2.-
10080189,2.4.2.-
10823830,2.4.2.-
10181703,2.4.2.-
10405237,2.4.2.-
10488820,2.4.2.-
10080177,2.4.2.-
10482769,2.4.2.-
10522088,2.4.2.-
10080171,2.4.2.-
10025431,2.4.2.-
10488833,2.4.2.-
10578627,2.4.2.-
10418362,2.4.2.-
10365821,2.4.2.-
10303595,2.4.2.-
10535062,2.4.2.-
10836674,2.4.2.-
8948800,2.4.2.-
10836679,2.4.2.-
10580810,2.4.2.-
10580821,2.4.2.-
10043722,2.4.2.-
5685953,2.4.2.-
8938073,2.4.2.-
10501648,2.4.2.-
10384943,2.4.2.-
9686061,2.4.2.-
10272325,2.4.2.-
9729279,2.4.2.-
10837812,2.4.2.-
10078513,2.4.2.-
10044198,2.4.2.-
10161845,2.4.2.-
9861626,2.4.2.-
10837801,2.4.2.-
5688276,2.4.2.-
10609801,2.4.2.1
11006711,2.4.2.1
10544083,2.4.2.1
10545660,2.4.2.1
10544085,2.4.2.1
11066440,2.4.2.1
11006709,2.4.2.1
10545658,2.4.2.1
10596263,2.4.2.1
10432840,2.4.2.1
10429577,2.4.2.1
10432842,2.4.2.1
11005129,2.4.2.1
11005131,2.4.2.1
10875024,2.4.2.1
11029203,2.4.2.1
10607150,2.4.2.1
11060867,2.4.2.1
10872044,2.4.2.1
10609799,2.4.2.1
11036541,2.4.2.1
10429597,2.4.2.1
10941511,2.4.2.1
10875026,2.4.2.1
11038005,2.4.2.1
11036539,2.4.2.1
10872066,2.4.2.1
11066442,2.4.2.1
10672598,2.4.2.1
11038007,2.4.2.1
112033,2.4.2.1
74249,2.4.2.1
10089851,2.4.2.1
10191006,2.4.2.1
74242,2.4.2.1
112034,2.4.2.1
10089831,2.4.2.1
10607130,2.4.2.1
9755044,2.4.2.1
10093223,2.4.2.1
10300009,2.4.2.1
10205935,2.4.2.1
10531513,2.4.2.1
10093225,2.4.2.1
10317845,2.4.2.1
10314505,2.4.2.1
10317847,2.4.2.1
10314525,2.4.2.1
10414734,2.4.2.1
10209102,2.4.2.1
10205915,2.4.2.1
10209104,2.4.2.1
10428703,2.4.2.10
10952022,2.4.2.10
10871403,2.4.2.10
10782544,2.4.2.10
419461,2.4.2.10
73567,2.4.2.10
10088899,2.4.2.10
10205018,2.4.2.10
10313618,2.4.2.10
10428706,2.4.2.10
10606395,2.4.2.10
9969305,2.4.2.10
10871406,2.4.2.10
10952025,2.4.2.10
73564,2.4.2.10
10088896,2.4.2.10
10205015,2.4.2.10
10313615,2.4.2.10
10606392,2.4.2.10
10782547,2.4.2.10
419462,2.4.2.10
9969308,2.4.2.10
10615764,2.4.2.12
10442746,2.4.2.12
197250,2.4.2.12
10327039,2.4.2.12
10695043,2.4.2.12
10103055,2.4.2.12
10218024,2.4.2.12
9983008,2.4.2.12
10429253,2.4.2.14
10543975,2.4.2.14
10606888,2.4.2.14
10314197,2.4.2.14
10205587,2.4.2.14
10089492,2.4.2.14
9969775,2.4.2.14
10782913,2.4.2.14
10871790,2.4.2.14
73815,2.4.2.14
419152,2.4.2.14
10218031,2.4.2.19
10103062,2.4.2.19
9983015,2.4.2.19
197268,2.4.2.19
10442753,2.4.2.19
11039786,2.4.2.19
10327046,2.4.2.19
10957896,2.4.2.19
10615771,2.4.2.19
10872085,2.4.2.2
10872083,2.4.2.2
10635979,2.4.2.26
10566765,2.4.2.26
10476012,2.4.2.26
10359467,2.4.2.26
10248053,2.4.2.26
10905397,2.4.2.26
10136962,2.4.2.26
10018784,2.4.2.26
1878002,2.4.2.26
10819182,2.4.2.26
10724438,2.4.2.26
10130019,2.4.2.28
10241770,2.4.2.28
10353034,2.4.2.28
1237160,2.4.2.28
10469218,2.4.2.28
10010724,2.4.2.28
10563747,2.4.2.28
11045039,2.4.2.28
11013252,2.4.2.28
10899617,2.4.2.28
10814880,2.4.2.28
10631495,2.4.2.28
10718915,2.4.2.28
74372,2.4.2.3
9970159,2.4.2.3
10544103,2.4.2.3
10544101,2.4.2.3
10783215,2.4.2.3
74376,2.4.2.3
10607171,2.4.2.3
10607173,2.4.2.3
10783213,2.4.2.3
10314552,2.4.2.3
10314554,2.4.2.3
10089878,2.4.2.3
10089880,2.4.2.3
9970157,2.4.2.3
2187325,2.4.2.30
10254410,2.4.2.30
10578627,2.4.2.30
10649835,2.4.2.30
10823830,2.4.2.30
10578666,2.4.2.30
10025431,2.4.2.30
10649845,2.4.2.30
10837801,2.4.2.30
10143357,2.4.2.30
10836674,2.4.2.30
8948800,2.4.2.30
10653196,2.4.2.30
10580810,2.4.2.30
10065293,2.4.2.30
10836679,2.4.2.30
10837812,2.4.2.30
10653205,2.4.2.30
10580821,2.4.2.30
10019562,2.4.2.31
10137588,2.4.2.31
1972385,2.4.2.31
5336421,2.4.2.36
5336420,2.4.2.36
9973499,2.4.2.4
112266,2.4.2.4
112265,2.4.2.4
10609878,2.4.2.4
10609880,2.4.2.4
10093307,2.4.2.4
10093305,2.4.2.4
9973501,2.4.2.4
11066440,2.4.2.44
11066442,2.4.2.44
9940735,2.4.2.61
9940756,2.4.2.61
9940805,2.4.2.61
10080171,2.4.2.61
10599690,2.4.2.61
10599696,2.4.2.61
10080189,2.4.2.61
10599708,2.4.2.61
10080177,2.4.2.61
1912353,2.4.2.63
2023179,2.4.2.63
10232056,2.4.2.64
10253362,2.4.2.64
6782443,2.4.2.64
10230407,2.4.2.64
10220613,2.4.2.64
10872011,2.4.2.7
74213,2.4.2.7
10089800,2.4.2.7
10205885,2.4.2.7
10314475,2.4.2.7
10429547,2.4.2.7
11036529,2.4.2.7
11005119,2.4.2.7
10544058,2.4.2.7
9970074,2.4.2.7
10783130,2.4.2.7
10607114,2.4.2.7
10596164,2.4.2.8
10941395,2.4.2.8
11066418,2.4.2.8
10872021,2.4.2.8
10996709,2.4.2.8
10544067,2.4.2.8
11082408,2.4.2.8
10531328,2.4.2.8
9970083,2.4.2.8
9748951,2.4.2.8
74215,2.4.2.8
10074725,2.4.2.8
10429556,2.4.2.8
10190807,2.4.2.8
10952585,2.4.2.8
10299828,2.4.2.8
10205894,2.4.2.8
10414531,2.4.2.8
10314484,2.4.2.8
10089810,2.4.2.8
10128793,2.4.3.-
1022133,2.4.3.-
422454,2.4.3.-
9996288,2.4.3.-
10116419,2.4.3.-
4084978,2.4.3.-
10009420,2.4.3.-
10150514,2.4.3.-
10032806,2.4.3.-
10828718,2.4.3.1
10261696,2.4.3.1
9694718,2.4.3.1
10150587,2.4.3.1
10125982,2.4.3.1
4085033,2.4.3.1
10006521,2.4.3.1
10006680,2.4.3.1
975902,2.4.3.1
10465344,2.4.3.1
10465523,2.4.3.1
9683769,2.4.3.1
977071,2.4.3.1
10125841,2.4.3.1
10238539,2.4.3.1
10032878,2.4.3.1
10629302,2.4.3.1
10629141,2.4.3.1
10812215,2.4.3.1
10238379,2.4.3.1
10812383,2.4.3.1
10373546,2.4.3.1
9697018,2.4.3.1
10735735,2.4.3.1
10645119,2.4.3.1
10490352,2.4.3.1
10574544,2.4.3.1
10006842,2.4.3.2
10126160,2.4.3.2
10238736,2.4.3.2
10594217,2.4.3.2
10009407,2.4.3.2
10465720,2.4.3.2
10561588,2.4.3.2
1022129,2.4.3.2
10468069,2.4.3.2
981497,2.4.3.2
10490315,2.4.3.2
10645070,2.4.3.2
10417822,2.4.3.2
10639123,2.4.3.2
10240760,2.4.3.2
10630739,2.4.3.2
10670066,2.4.3.2
9605600,2.4.3.2
10674647,2.4.3.2
10295968,2.4.3.2
10070673,2.4.3.2
10373509,2.4.3.2
10534550,2.4.3.2
10128779,2.4.3.2
10349965,2.4.3.2
10574512,2.4.3.2
10194212,2.4.3.2
10141248,2.4.3.2
10252392,2.4.3.2
10077972,2.4.3.2
9845538,2.4.3.2
4084984,2.4.3.2
10303108,2.4.3.2
10629440,2.4.3.2
10186921,2.4.3.2
10363579,2.4.3.2
10023178,2.4.3.2
10562959,2.4.3.2
9697018,2.4.3.2
2046285,2.4.3.2
9683769,2.4.3.2
10480345,2.4.3.2
10032841,2.4.3.2
10527305,2.4.3.2
10569185,2.4.3.2
10261659,2.4.3.2
10150549,2.4.3.2
9694718,2.4.3.2
